plant,ring,treatment,rep,whc,time_fct,time_num,soc_mgC,doc_ugC,soc_mgN,soc_CN,soc_isoC,doc_isoC,ctrl_ugC.gSoil,ctrl_ugN.gSoil,glu_ugC.gSoil,glu_ugN.gSoil,ctrl_inc.hours,ctrl_raw.CO2,ctrl_raw.isoC,ctrl_bkg.CO2,ctrl_bkg.isoC,glu_amendment.isoC,glu_inc.hours,glu_raw.CO2,glu_raw.isoC,glu_bkg.CO2,glu_bkg.isoC
INSP,6,ambient,3,0.26,168,168,1.2,41.92,,,-22.27,-19.14,0,0,12.75,2.971,72.08,1496.62,-13.13650695,376.75,-6.733086269,28815.14,71.72,1928.16,2785.928008,475.14,60.36559891
LATR,1,elevated,1,0.267,168,168,5.14,81.52,0.549,9.371,-24.74,-23.19,0,0,13.055,3.264,75.13,1843.914,-18.09,532.167,-12.42,28815.14,71.57,1424.71,2702.95,437.16,235.97
LATR,1,elevated,6,0.273,168,168,2.71,27.13,0.355,7.652,-24.13,-21.66,0,0,13.349,3.337,75.13,6356.425,-24.54,506.374,-10.99,28815.14,71.57,4541.69,632.46,475.75,153.7
LATR,1,elevated,7,0.307,168,168,4.17,42.12,0.5,8.345,-24.61,-22.17,0,0,15.018,3.754,75.13,3615.02,-21.92,393.377,-8.75,28815.14,71.57,2076.476003,1400.02,409.43,186.6
LATR,2,elevated,1,0.355,168,168,2.86,27.56,0.364,7.873,-24.85,-22.92,0,0,17.374,4.343,75.13,2073.593,-19.98,724.998,-15.3,28815.14,71.57,1733.087554,3721.11,434.75,284.49
LATR,2,elevated,6,0.318,168,168,2.61,21.65,0.349,7.479,-25.59,-23.33,0,0,15.576,3.894,75.13,2519.44,-21.83,533.395,-12.29,28815.14,71.57,2189.23042,2528.68,476.95,255.73
LATR,2,elevated,7,0.362,168,168,2.37,31.79,0.332,7.13,-25.77,-23.16,0,0,17.731,4.433,75.13,1781.275,-20,527.254,-12.38,28815.14,71.57,1654.928243,4337.16,451.63,289.63
LATR,3,elevated,2,0.299,168,168,2.4,18.13,0.32,7.495,-25.02,-22.53,0,0,14.635,3.659,75.13,1410.35,-17.63,432.68,-9.24,28815.14,71.53,1384.573904,3829.46,469.72,396.07
LATR,3,elevated,5,0.232,168,168,2.9,30.46,0.346,8.371,-24.59,-21.85,0,0,11.386,2.847,75.13,2445.746,-20.68,449.875,-8.76,28815.14,71.53,2039.318298,1575.8,414.25,171.89
LATR,3,elevated,6,0.267,168,168,3.79,39.99,0.445,8.524,-24.88,-23.26,0,0,13.074,3.269,75.13,1884.446,-18.28,435.137,-8.99,28815.14,71.53,1688.242047,2643.64,443.19,278.89
LATR,4,ambient,1,0.382,168,168,3.8,76.68,0.47,8.072,-24.44,-22.02,0,0,18.696,4.674,75.1,2133.776,-18.79,636.566,-14.47,28815.14,71.57,1932.970383,2302.28,466.1,276.27
LATR,4,ambient,2,0.345,168,168,2.96,65.14,0.384,7.713,-24.93,-22.9,0,0,16.91,4.227,75.1,2880.539,-20,530.938,-9.53,28815.14,71.57,2906.758523,2043.9,462.48,207.98
LATR,4,ambient,6,0.283,168,168,7.73,93.07,0.754,10.258,-23.5,-21.95,0,0,13.855,3.464,75.13,3581.857,-20.59,473.212,-9.64,28815.14,71.57,3274.491676,1978.51,437.16,238.44
LATR,5,ambient,1,0.279,168,168,2.54,22.71,0.329,7.717,-24.47,-19.75,0,0,13.687,3.422,75.1,1802.155,-17.89,597.263,-12.34,28815.14,71.53,1780.495661,3134.54,573.41,298.4
LATR,5,ambient,2,0.278,168,168,5,66.16,0.567,8.817,-23.06,-21.74,0,0,13.616,3.404,75.1,5693.182,-21.08,387.236,-9.17,28815.14,71.53,5264.350862,717.02,627.68,108.34
LATR,5,ambient,5,0.339,168,168,4.24,74.45,0.529,8.003,-24.57,-22.17,0,0,16.587,4.147,75.1,3062.317,-20.46,489.179,-10.03,28815.14,71.53,2617.184681,1819.38,520.36,297.17
LATR,6,ambient,1,0.253,168,168,1.48,12.45,0.213,6.948,-25.52,-18.7,0,0,12.368,3.092,75.1,750.791,-12.37,437.593,-10.54,28815.14,71.53,840.0213254,4890.46,587.88,389.75
LATR,6,ambient,2,0.288,168,168,1.75,98.7,0.255,6.852,-25.9,-21.9,0,0,14.106,3.527,75.1,3160.575,-19.01,449.875,-9.38,28815.14,71.53,2925.978026,1433.43,558.95,243.47
LATR,6,ambient,6,0.297,168,168,3.72,41.22,0.45,8.25,-23.98,-21.67,0,0,14.538,3.634,75.1,1896.728,-16.78,420.398,-9.99,28815.14,71.53,1900.937878,2800.87,478.16,470.32
